x	y
2.71741205637211	-8.15523209399648
3.06045661438735	-7.04272737193121
-6.52312541072251	-4.78481568255905
6.56495731335919	4.27329694349486
3.682973269605	3.96807374217825
-3.0190063618978	-8.27536647682152
1.50050101676408	-4.69823449041557
-7.13991618011146	-6.86348613941939
-1.65050462910738	6.70384867820437
4.36335038190938	3.40297343603145
-0.00590130946330995	7.41951686625754
-5.63553524079772	1.60486979026671
-3.79956108400739	9.00732481719419
1.36740740605198	8.4280821487318
-3.55812875168215	-5.74244032929529
-1.45774170372662	-3.18271796294274
6.60797273188702	4.26942030580278
9.41416267723259	-3.03428098814463
0.474706663086113	-4.28160678248147
0.60561403531952	8.22092694555879
-0.296406230795832	4.27013798958871
0.12130163020955	8.07528586773781
-1.56603417095755	-2.81104140910158
-3.34897725959034	6.10254614458285
-7.2180198180483	4.93486437104961
-0.45830130517466	-1.10053309569951
-0.0972432927702277	3.98574420345349
-4.47917746289202	4.30078125737836
0.310759270875737	-2.16323239042175
3.73198866034592	-5.70185704068203
0.172831728779276	-5.8937845858677
-0.350155830144046	4.48484030818445
1.55144056288235	-2.40511546727173
-9.83411053033343	-1.26582995804627
-7.36282335030485	-4.81001539163423
6.13377095852457	-2.10350930455786
-6.63555870041692	-3.1919650528698
6.03367228687027	5.97006213099643
-2.93676672216094	-8.83812046560663
-7.55461193360564	3.98685961100797
-3.52327368459398	-7.05214072442598
-4.69594630883253	2.30536669741836
-5.44624967142939	1.84088404886131
9.15681124600757	2.26297326603764
5.43323081585406	-0.360389944233156
4.94426005117278	-0.575561992374256
4.28713645124198	-5.17050419691052
2.19464070611874	-7.94252834493392
1.21515831593596	-9.59951787132782
0.576638254390785	-7.47188719723231
-1.42703610971872	1.83814227396312
0.748562259924498	-0.837208609253534
-0.53999688303614	-2.38762363996615
-6.38642359099629	0.699279699180793
-2.97255779781709	2.38050867365416
1.32838615162702	5.38649232209222
4.11798379140437	7.00996139992352
3.9885768532398	-7.11831831331593
6.51859175080117	6.9101833141807
2.11242097774279	-7.23892525070906
-3.36976512236742	-1.04142162666415
5.26897695777737	-5.39489343309861
-2.01786659911796	-2.38314541213952
8.49016575269074	2.54326615485122
-6.92561157135722	-0.286498342011807
-8.25225557117356	-2.82857403222568
9.20386793904258	1.52253008044262
1.47767723353628	-2.6617299677438
5.86428652963022	2.15736544824222
-9.01808556582097	-4.00009398388033
0.399521757854307	6.52705345124146
4.5863004757923	-6.11989819205372
-4.97910450445852	2.06183721949852
-7.99172118086366	5.28822825912457
4.07089432840899	-3.20153923164325
4.71130463222087	5.31090016729412
4.09356010469635	5.10140113821332
-3.69573606825488	0.574230607480136
-4.02186750939242	5.72084484299883
8.04095635377514	1.01674919069816
-0.883647944694493	-3.29928333236865
-5.57937409391839	0.775243802209267
8.73770754975176	-2.17079655076568
1.4271533378968	9.84638341887126
3.42273540326511	-0.0285177982015863
4.19773922345609	-6.07481170285033
8.22603640069634	2.31171901912263
-0.582404036468815	-7.98191040891529
-2.24697581303071	-6.22669419482661
3.98703082767785	-5.40362317525885
0.3705195889017	-6.08162903807115
-7.95058326921154	1.36796004496825
-8.25823070320675	-2.36349001027645
-1.50649086649611	-6.08767444997378
-0.859768083649835	-8.50112532927538
1.04768564281434	-8.22754543951733
8.44320023578014	4.06503324181521
7.23024499703249	2.92637491048195
-1.61547243441322	-5.51721098366042
-5.04531984279738	-2.55876824166276
-2.2744388934975	8.40092447979336
-6.44960611437447	4.95890121752667
6.94473393653252	-7.00453222275269
-0.181414487760425	-9.22133475535368
3.73124272968755	-2.10040708019364
-3.20713214251996	-6.71902886031288
6.19629866151038	2.75242210294311
-2.12540579065416	9.48019895859902
6.92394044437405	2.31408559296063
-5.69908009766911	-2.21787929365093
-6.37719010089068	-1.47697013739001
-5.46032177083776	-6.25451644805288
-1.99794151619283	-4.84591435180701
-1.08319287512803	2.67817428740518
-8.01834769521965	-3.12064091994872
6.33207429607549	-7.69024307513197
0.102677532279301	-4.62774554717569
-7.20745896886278	-2.17512839215897
0.80074947626066	-9.73766242204623
-5.85061293634486	6.84598240941284
3.71817851973835	-3.7570217666076
6.67005361345706	-1.28570227598054
1.35872247973948	2.64504004068953
-4.36865116098459	-4.52592853505871
-3.69618072113543	5.09518095849188
-1.97690381073796	6.215941762768
8.19141904486923	0.00620577816339228
-8.23849320703625	-3.99132779489438
-1.18747575891469	-5.17822468203868
-1.42213178445335	4.12166847258833
0.649025206324038	-0.704473857814358
3.12576342125413	-9.07262973354012
5.16051958063114	0.824039943218412
2.99557435477628	-5.14633456851495
-2.64522350688952	7.65806526739606
-0.0915735653225071	1.55404918231681
-4.56143788033584	-7.81985855498734
-0.530047852486647	5.47305094803546
6.50832003134831	-4.80234305819547
4.04100446222341	-1.09580463962888
-5.52414052751972	-3.11516826486052
7.65407896215368	-4.56598155685055
1.58831213886624	7.87534743507118
-5.38683020157969	8.01750370230142
-7.62027660898388	-5.91111412718899
8.23337547447526	-2.73730041019486
-8.30692068425631	1.38434016538448
-0.0772627929216646	1.04030169896604
-0.303968000086148	7.94159418317005
-0.553393837958792	-9.33356456825735
-2.03221026444895	-4.06536974520869
-0.00655143258807313	0.316591609519942
7.37016410274764	-5.48248438974973
-5.27622892945678	-0.850456287138028
6.15013240846734	-2.98525067397959
6.59291031974036	5.2989170062304
-1.14548206691966	-3.54730496000373
-0.275277605317544	-1.72590410313892
7.07881748703372	5.51954080953756
1.65915130261956	-4.41825392808291
-2.25307317403094	-1.18285849209694
4.31594651307539	2.41917193114391
-4.99599973583698	-5.76759966948458
-3.2075611896822	-3.32451081844687
-7.48307256661045	2.3621299008592
4.12450114641825	-8.93843217492806
7.53172255708594	2.92077717773924
-4.8767190285078	-0.51660232969997
-2.02259835897383	-0.810429863747059
1.83457744715881	-7.68196875970103
5.52317129471453	6.11839120685186
-8.83046766035215	-0.513426783975469
2.47190104427934	1.32655578022494
5.25917118070095	-2.97520700187185
